sku_id,week_start,forecast_units,lower_bound,upper_bound
SKU-001,2026-09-07,15.73668736428854,7.2929396773902635,24.18043505118682
SKU-001,2026-09-14,16.746625587207706,9.077390843803874,24.415860330611537
SKU-001,2026-09-21,17.527179670276226,9.143549098299177,25.910810242253277
SKU-001,2026-09-28,17.391641863537878,8.461703850819548,26.32157987625621
SKU-001,2026-10-05,12.486714491212592,11.425498051137147,13.547930931288036
SKU-001,2026-10-12,12.019324414389196,8.912134845251494,15.126513983526898
SKU-001,2026-10-19,11.692354171244183,7.7790411362733805,15.605667206214985
SKU-001,2026-10-26,11.692354171244183,8.207509237482126,15.17719910500624
SKU-002,2026-09-07,13.145242778279892,0.0,27.236463449321846
SKU-002,2026-09-14,12.046286514263778,2.842445147732313,21.250127880795244
SKU-002,2026-09-21,9.720167464710874,4.135122953062363,15.305211976359384
SKU-002,2026-09-28,11.151440342481736,5.855460658313928,16.447420026649546
SKU-002,2026-10-05,10.988039702546157,9.106517964148997,12.869561440943317
SKU-002,2026-10-12,9.960800010906592,8.716262767299348,11.205337254513836
SKU-002,2026-10-19,9.249605188364505,8.314847325908426,10.184363050820584
SKU-002,2026-10-26,8.609878121206862,7.445294797963071,9.774461444450653
SKU-003,2026-09-07,30.927053629158262,0.0,64.25567308751567
SKU-003,2026-09-14,31.136288144033827,5.982866189224843,56.28971009884281
SKU-003,2026-09-21,29.306715855345416,10.401736757758101,48.21169495293273
SKU-003,2026-09-28,34.2563156902131,17.68763457630765,50.82499680411855
SKU-003,2026-10-05,31.750385601990914,29.06360272773946,34.43716847624237
SKU-003,2026-10-12,29.11429667447758,26.457116205992353,31.771477142962805
SKU-003,2026-10-19,26.80005607689356,23.65863706167966,29.941475092107463
SKU-003,2026-10-26,26.943513948366917,22.74876908809643,31.138258808637403
SKU-004,2026-09-07,18.976281981766565,3.0531266725949564,34.899437290938174
SKU-004,2026-09-14,18.877199989996928,8.472617105147087,29.28178287484677
SKU-004,2026-09-21,17.559938671304508,6.4047926450726145,28.7150846975364
SKU-004,2026-09-28,17.25742839770829,5.878643130218972,28.636213665197605
SKU-004,2026-10-05,13.037689669990812,11.886699077301593,14.18868026268003
SKU-004,2026-10-12,12.569690376255757,9.283201809495083,15.856178943016431
SKU-004,2026-10-19,11.904599015602301,8.43823295840818,15.370965072796421
SKU-004,2026-10-26,11.428057849612674,8.282097731040706,14.574017968184643
SKU-005,2026-09-07,10.413582564928044,0.6347789571240696,20.192386172732018
SKU-005,2026-09-14,17.158438582584978,7.515727264694146,26.80114990047581
SKU-005,2026-09-21,16.03094552953355,5.812861524048696,26.249029535018405
SKU-005,2026-09-28,15.64695063946437,6.057216717477186,25.236684561451554
SKU-005,2026-10-05,11.425365630426814,7.525739219694703,15.324992041158925
SKU-005,2026-10-12,11.269636055808853,8.008977952192431,14.530294159425274
SKU-005,2026-10-19,10.374233459293901,6.998487690846618,13.749979227741184
SKU-005,2026-10-26,10.065460527534398,7.0024866562959325,13.128434398772864
SKU-006,2026-09-07,39.331883390111756,15.133484682759239,63.53028209746427
SKU-006,2026-09-14,40.85081525084618,19.64649093478276,62.0551395669096
SKU-006,2026-09-21,39.32723139784,19.492023890646966,59.16243890503304
SKU-006,2026-09-28,37.968382518883615,21.809633522641082,54.12713151512615
SKU-006,2026-10-05,43.266021445282426,41.73620037340589,44.79584251715896
SKU-006,2026-10-12,41.595149336220786,38.645053564122925,44.545245108318646
SKU-006,2026-10-19,43.86265489769303,40.804295538902295,46.92101425648376
SKU-006,2026-10-26,42.19561509834206,38.75356796370734,45.63766223297678
SKU-007,2026-09-07,16.84034554395311,0.0,42.95876576800188
SKU-007,2026-09-14,16.376297035856155,0.0,44.42870295116737
SKU-007,2026-09-21,11.70868450242009,0.0,33.68321066897569
SKU-007,2026-09-28,1.4486005764992897,0.0,7.439863149351607
SKU-007,2026-10-05,0.0,0.0,9.287192413701266
SKU-007,2026-10-12,0.0,0.0,10.319431022146436
SKU-007,2026-10-19,0.0,0.0,7.3451463085713975
SKU-007,2026-10-26,0.0,0.0,0.9408936743888761
SKU-008,2026-08-31,5.407952366423288,2.52752271097256,8.288382021874016
SKU-008,2026-09-07,10.70263095081865,7.4301004046526575,13.975161496984642
SKU-008,2026-09-14,11.667358397592741,8.077585071212239,15.257131723973243
SKU-008,2026-09-21,11.90455057107574,8.040543396827774,15.768557745323706
SKU-008,2026-09-28,12.922458914515742,8.956470130579694,16.88844769845179
SKU-008,2026-10-05,8.880098106181457,7.695987234906036,10.064208977456879
SKU-008,2026-10-12,9.034739387692753,6.787100364543118,11.282378410842387
SKU-008,2026-10-19,9.345167893219848,6.696217574649106,11.99411821179059
SKU-009,2026-08-31,4.515114455441186,0.0,10.372801712371176
SKU-009,2026-09-07,4.655473347604514,0.0,10.544822788239136
SKU-009,2026-09-14,5.008517249024673,0.0,10.25880448847787
SKU-009,2026-09-21,4.582059794988775,3.428784360350234,5.735335229627317
SKU-009,2026-09-28,4.719965635131692,4.434491329162888,5.005439941100497
SKU-009,2026-10-05,4.692857198064957,4.450311669373371,4.935402726756544
SKU-009,2026-10-12,4.692857198064957,4.456637493343988,4.929076902785927
SKU-009,2026-10-19,4.692857198064957,4.613272439718804,4.772441956411111
SKU-010,2026-09-07,14.601529957751962,0.0,37.41188944637029
SKU-010,2026-09-14,11.753005308946138,1.3749336320354644,22.13107698585681
SKU-010,2026-09-21,15.092313647414327,7.210749281508692,22.97387801331996
SKU-010,2026-09-28,13.147079010578219,5.237918388601228,21.05623963255521
SKU-010,2026-10-05,19.964522536240363,18.003421383191718,21.925623689289008
SKU-010,2026-10-12,20.059502029425868,15.397974026150493,24.721030032701243
SKU-010,2026-10-19,20.932131029449028,16.39380258763336,25.470459471264697
SKU-010,2026-10-26,22.275593736616713,17.583252259489566,26.96793521374386
SKU-011,2026-08-31,4.60998671284687,2.1509472662336195,7.06902615946012
SKU-011,2026-09-07,5.0418626663081145,2.784488573055043,7.299236759561186
SKU-011,2026-09-14,5.0418626663081145,3.415990440666849,6.6677348919493795
SKU-011,2026-09-21,5.0418626663081145,4.278737673932799,5.80498765868343
SKU-011,2026-09-28,4.785459921607106,4.504948261371307,5.065971581842904
SKU-011,2026-10-05,4.537029084251832,4.3704906163684845,4.703567552135179
SKU-011,2026-10-12,4.537029084251832,4.222628648808203,4.85142951969546
SKU-011,2026-10-19,4.537029084251832,4.223529976777358,4.850528191726306
SKU-012,2026-09-07,18.16682232529623,3.7597927910723214,32.57385185952014
SKU-012,2026-09-14,17.471264780384427,5.803471615669853,29.139057945099
SKU-012,2026-09-21,17.72988670980006,7.989828804506793,27.469944615093326
SKU-012,2026-09-28,17.78093592921828,7.518691710309909,28.043180148126652
SKU-012,2026-10-05,13.374610175344237,13.001676703147147,13.747543647541328
SKU-012,2026-10-12,12.371439537843443,9.5819812527467,15.160897822940186
