mae,rmse,mape,wape,sku_id,model
4.25,5.361902647381804,71.88680836707152,34.34343434343434,SKU-001,baseline_ma4
7.6875,9.698582370635412,108.12295495683652,51.24999999999999,SKU-002,baseline_ma4
19.5625,22.055328154439234,83.08703039353193,51.143790849673195,SKU-003,baseline_ma4
6.375,8.65303414993839,192.70936724565757,47.66355140186916,SKU-004,baseline_ma4
4.625,5.5901699437494745,176.371865981241,43.529411764705884,SKU-005,baseline_ma4
17.375,22.399776784602118,67.74044402597103,38.504155124653735,SKU-006,baseline_ma4
10.875,13.271209439986997,62.67987141400189,30.742049469964666,SKU-007,baseline_ma4
2.375,3.2015621187164243,143.10234036796538,40.42553191489361,SKU-008,baseline_ma4
2.4375,3.132491021535417,67.03125,54.166666666666664,SKU-009,baseline_ma4
9.5,12.267844146385297,186.05840773809524,39.58333333333333,SKU-010,baseline_ma4
2.625,3.2210246816812815,40.823412698412696,39.62264150943396,SKU-011,baseline_ma4
5.625,7.433034373659253,98.69434297083754,39.823008849557525,SKU-012,baseline_ma4
40.0,43.10597406392761,125.37446105879604,64.12825651302605,SKU-013,baseline_ma4
21.75,25.98076211353316,57.61752535075239,35.36585365853659,SKU-014,baseline_ma4
13.875,17.585505395068974,148.07618345703972,38.54166666666667,SKU-015,baseline_ma4
30.5,40.41658075592244,33.90197906278907,40.0,SKU-016,baseline_ma4
2.6875,3.856812155135378,129.63541666666666,74.13793103448276,SKU-017,baseline_ma4
16.5625,21.613074746550986,58.32781708693271,34.06169665809769,SKU-018,baseline_ma4
7.125,8.888194417315589,104.42313584087479,48.717948717948715,SKU-019,baseline_ma4
13.0,14.2828568570857,46.99128119122148,35.01683501683502,SKU-020,baseline_ma4
4.625,5.5,188.33710407239818,43.529411764705884,SKU-021,baseline_ma4
21.625,28.0,95.12791136554348,27.03125,SKU-022,baseline_ma4
2.1875,2.7613402542968153,90.1075487012987,38.88888888888889,SKU-023,baseline_ma4
5.875,6.7638746292343415,21.413167102505337,22.48803827751196,SKU-024,baseline_ma4
25.9375,30.295420446001405,87.17107009928905,50.36407766990292,SKU-025,baseline_ma4
14.75,17.679437208237143,58.81161669288464,35.97560975609756,SKU-026,baseline_ma4
10.625,13.587678241701193,63.52384907370017,49.707602339181285,SKU-027,baseline_ma4
3.375,3.848701079585163,153.203125,67.5,SKU-028,baseline_ma4
2.875,3.4460121880225554,31.294642857142858,29.87012987012987,SKU-029,baseline_ma4
4.0,5.055937104039171,46.693722943722946,30.76923076923077,SKU-030,baseline_ma4
28.4375,33.770364226641085,77.0468633295988,45.31872509960159,SKU-031,baseline_ma4
26.625,34.16595527714687,103.68308726599862,44.375,SKU-032,baseline_ma4
37.5,41.07614879708174,124.91983354052319,64.65517241379311,SKU-033,baseline_ma4
31.125,44.51404272810997,65.0451264687541,42.56410256410256,SKU-034,baseline_ma4
4.1875,4.736823830374104,157.10435397935396,57.758620689655174,SKU-035,baseline_ma4
21.8125,28.10582679801468,175.70551668536564,37.12765957446808,SKU-036,baseline_ma4
6.5625,7.949056547792323,100.08157713012108,41.66666666666667,SKU-037,baseline_ma4
4.5,5.873670062235365,76.68345543345544,31.03448275862069,SKU-038,baseline_ma4
2.5,2.958039891549808,112.36607142857142,52.63157894736842,SKU-039,baseline_ma4
2.6875,3.24037034920393,52.38534902597402,35.24590163934426,SKU-040,baseline_ma4
1.625,2.03100960115899,48.95833333333333,61.904761904761905,SKU-041,baseline_ma4
16.9375,21.43011899173684,51.49002285006679,36.72086720867209,SKU-042,baseline_ma4
26.6875,34.7724747465578,34.25796182370908,39.757914338919925,SKU-043,baseline_ma4
5.125,6.809919235938118,97.68315018315018,44.086021505376344,SKU-044,baseline_ma4
4.25,6.0,93.67559523809523,60.71428571428571,SKU-045,baseline_ma4
3.8125,4.924428900898052,64.26401289682539,48.41269841269841,SKU-046,baseline_ma4
3.75,4.06201920231798,123.4375,76.92307692307693,SKU-047,baseline_ma4
8.375,10.458250331675945,190.05484199369647,43.790849673202615,SKU-048,baseline_ma4
2.0625,2.7386127875258306,51.015625,53.2258064516129,SKU-049,baseline_ma4
1.375,1.4577379737113252,73.21428571428571,64.70588235294117,SKU-050,baseline_ma4
6.625,8.234834546000302,31.38538472522847,25.98039215686275,SKU-051,baseline_ma4
16.125,22.822686082054407,51.400070044043254,30.641330166270787,SKU-052,baseline_ma4
35.625,45.36931782603745,125.31162328582437,43.37899543378995,SKU-053,baseline_ma4
11.625,13.372079120316332,87.36855757430683,49.46808510638298,SKU-054,baseline_ma4
8.5,9.433981132056603,302.9004329004329,58.620689655172406,SKU-055,baseline_ma4
3.625,4.3084219849035215,105.91517857142856,51.78571428571429,SKU-056,baseline_ma4
7.875,9.253377761660873,74.0727147880477,36.41618497109826,SKU-057,baseline_ma4
6.25,8.32165848854662,248.92854911829795,32.89473684210527,SKU-058,baseline_ma4
17.375,18.231154653504532,52.7599230788993,41.00294985250738,SKU-059,baseline_ma4
32.9375,41.78366905861667,87.19800648475666,39.38714499252616,SKU-060,baseline_ma4
6.75,9.205976319760984,124.06657669815564,54.54545454545454,SKU-001,seasonal_naive
10.875,12.820881404958085,119.27561960456697,72.5,SKU-002,seasonal_naive
8.875,10.857025375304232,68.1340805992509,23.202614379084967,SKU-003,seasonal_naive
9.5,11.832159566199232,297.1913771712159,71.02803738317756,SKU-004,seasonal_naive
7.375,8.8670739254841,280.9848484848485,69.41176470588235,SKU-005,seasonal_naive
28.375,33.32979147849563,100.58129706800753,62.880886426592795,SKU-006,seasonal_naive
8.625,10.529719844326344,35.021484090448105,24.381625441696116,SKU-007,seasonal_naive
2.125,3.0618621784789726,146.69237012987014,36.17021276595745,SKU-008,seasonal_naive
2.5,3.3541019662496847,53.95833333333333,55.55555555555556,SKU-009,seasonal_naive
12.625,15.243851219426146,122.80776515151514,52.604166666666664,SKU-010,seasonal_naive
2.625,3.984344362627307,33.63095238095239,39.62264150943396,SKU-011,seasonal_naive
8.5,9.848857801796104,130.96090051253094,60.17699115044248,SKU-012,seasonal_naive
23.875,37.23069969796431,98.09438427416846,38.276553106212425,SKU-013,seasonal_naive
38.75,43.58038549622984,101.43935278878043,63.00813008130082,SKU-014,seasonal_naive
14.625,18.77165416259313,154.28157758366424,40.625,SKU-015,seasonal_naive
24.625,29.97290443050189,43.39690825247704,32.295081967213115,SKU-016,seasonal_naive
2.53125,4.1391801724496124,80.78525641025641,69.82758620689656,SKU-017,seasonal_naive
14.625,24.080593846498054,62.510257885658845,30.077120822622106,SKU-018,seasonal_naive
6.25,8.440971508067067,117.96497926093514,42.73504273504273,SKU-019,seasonal_naive
14.75,17.902513789968157,45.928428374160795,39.73063973063973,SKU-020,seasonal_naive
6.75,8.0,218.78770739064856,63.52941176470588,SKU-021,seasonal_naive
37.625,41.15974975628496,109.84693551425512,47.03125,SKU-022,seasonal_naive
2.75,3.24037034920393,87.93831168831169,48.888888888888886,SKU-023,seasonal_naive
11.5,14.439529078193651,49.25541370394312,44.01913875598086,SKU-024,seasonal_naive
24.0,31.304951684997057,75.02095874161489,46.601941747572816,SKU-025,seasonal_naive
14.25,17.471405209656147,71.26746638475755,34.756097560975604,SKU-026,seasonal_naive
14.125,15.67242801865748,106.13343977306151,66.08187134502924,SKU-027,seasonal_naive
3.5,4.242640687119285,131.35416666666666,70.0,SKU-028,seasonal_naive
4.5,6.041522986797286,43.139880952380956,46.75324675324675,SKU-029,seasonal_naive
4.625,7.474958193863027,71.79170910788558,35.57692307692308,SKU-030,seasonal_naive
25.375,30.649225112553825,100.52611767539491,40.438247011952186,SKU-031,seasonal_naive
20.125,26.587120942290838,60.18256133640046,33.541666666666664,SKU-032,seasonal_naive
27.0,31.084562084739105,91.08339746270782,46.55172413793103,SKU-033,seasonal_naive
35.125,53.785453423765055,104.6101748153351,48.034188034188034,SKU-034,seasonal_naive
3.375,4.430011286667337,167.4512987012987,46.55172413793103,SKU-035,seasonal_naive
25.125,35.08382818336676,221.03008485313,42.765957446808514,SKU-036,seasonal_naive
6.0,6.782329983125268,58.429286553802804,38.095238095238095,SKU-037,seasonal_naive
7.5,9.013878188659973,74.83745421245422,51.724137931034484,SKU-038,seasonal_naive
2.2857142857142856,3.4226138716316967,60.13605442176871,43.24324324324324,SKU-039,seasonal_naive
2.25,4.0,48.23863636363637,29.508196721311474,SKU-040,seasonal_naive
1.4285714285714286,2.0,40.476190476190474,50.0,SKU-041,seasonal_naive
13.875,20.8296663439432,70.67335207572877,30.081300813008134,SKU-042,seasonal_naive
23.625,25.60029296707364,40.10417954776654,35.19553072625698,SKU-043,seasonal_naive
4.625,6.294839156007086,101.03250915750914,39.784946236559136,SKU-044,seasonal_naive
5.125,6.882949948968102,96.65178571428571,73.21428571428571,SKU-045,seasonal_naive
3.5,4.795831523312719,57.514880952380956,44.44444444444444,SKU-046,seasonal_naive
3.375,4.107919181288746,74.16666666666667,69.23076923076923,SKU-047,seasonal_naive
8.25,10.653637876331258,279.40015230843403,43.13725490196079,SKU-048,seasonal_naive
2.375,2.7613402542968153,70.41666666666666,61.29032258064516,SKU-049,seasonal_naive
1.59375,2.5015620120236877,107.44047619047619,75.0,SKU-050,seasonal_naive
5.75,6.726812023536855,22.328305375180374,22.54901960784314,SKU-051,seasonal_naive
12.375,15.791611697353757,27.62989490668062,23.51543942992874,SKU-052,seasonal_naive
43.0,50.22947341949744,85.87169965880827,52.35920852359208,SKU-053,seasonal_naive
10.285714285714286,12.118462891684855,37.46020721914831,38.91891891891892,SKU-054,seasonal_naive
7.875,9.467048114380743,133.7472943722944,54.310344827586206,SKU-055,seasonal_naive
1.375,2.03100960115899,20.684523809523807,19.642857142857142,SKU-056,seasonal_naive
8.625,10.374246960623214,66.45640006985855,39.884393063583815,SKU-057,seasonal_naive
10.5,12.05197079319395,323.31795411817905,55.26315789473685,SKU-058,seasonal_naive
18.125,22.574875414938617,40.22177053389766,42.772861356932154,SKU-059,seasonal_naive
41.625,49.531555598426344,87.00059993793701,49.775784753363226,SKU-060,seasonal_naive
4.18369871608142,5.3495906606531785,66.41876547746543,33.80766639257713,SKU-001,gradient_boosting
6.679676974423993,7.188131296066918,78.33955011370874,44.53117982949328,SKU-002,gradient_boosting
